[Epoch 0] Train: 0.1421, Val: 1.2116
[Epoch 1] Train: 0.0709, Val: 1.1593
[Epoch 2] Train: 0.0614, Val: 1.1507
[Epoch 3] Train: 0.0551, Val: 1.1282
[Epoch 4] Train: 0.0502, Val: 1.0957
[Epoch 5] Train: 0.0461, Val: 1.0815
[Epoch 6] Train: 0.0423, Val: 1.0895
[Epoch 7] Train: 0.0386, Val: 1.0720
[Epoch 8] Train: 0.0357, Val: 1.0706
[Epoch 9] Train: 0.0329, Val: 1.0806
