[Epoch 0] Train: 0.3409, Val: 0.2541
[Epoch 1] Train: 0.2428, Val: 0.2143
[Epoch 2] Train: 0.2108, Val: 0.1957
[Epoch 3] Train: 0.1863, Val: 0.1935
[Epoch 4] Train: 0.1667, Val: 0.1772
[Epoch 5] Train: 0.1515, Val: 0.1598
[Epoch 6] Train: 0.1391, Val: 0.1569
[Epoch 7] Train: 0.1293, Val: 0.1453
[Epoch 8] Train: 0.1209, Val: 0.1478
[Epoch 9] Train: 0.1141, Val: 0.1536
